date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:14	29175/29175	---M--	200	added ('OK')	image/png	etag:%2273fd148f62f237d040f69b2201d905f1%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/header.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/header.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:14	750551/750551	---M--	200	added ('OK')	image/png	etag:%221f97c809deb6a72927c421427b54435f%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/phone.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/phone.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:15	20213/20213	---M--	200	added ('OK')	image/png	etag:%2255ef69b79372f4bcf48eb71e6bf9c141%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta1.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta1.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:15	116240/116240	---M--	200	added ('OK')	image/png	etag:%22d9c647c567d0193a25aa3665a6697b31%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/win1.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/win1.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:15	15567/15567	---M--	200	added ('OK')	image/png	etag:%22642fa3683de5c3d0dc538802c6e9d7b2%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta2.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta2.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:15	16431/16431	---M--	200	added ('OK')	image/png	etag:%222fd7c89aac1e04535144d280ff66418f%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta3.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta3.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:16	17870514/17870514	---M--	200	added ('OK')	video/mp4	etag:%222441129e51c4a739e6db528255b6f33d%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/video.mp4	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/video.mp4	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:16	62827/62827	---M--	200	added ('OK')	image/png	etag:%22d62d03da52c638262f92f7d981750088%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/foot.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/foot.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:16	37682/37682	---M--	200	added ('OK')	image/png	etag:%22b68bba836ec2821a948d6ce973a33503%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta4.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/cta4.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:16	92147/92147	---MCZ	200	added ('OK')	application/javascript	etag:W/%22405564a612110c25dbd379ad5fe31be5%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/bootstrap.min.js	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/bootstrap.min.js	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:16	132377/132377	---MCZ	200	added ('OK')	application/javascript	etag:W/%229c13b74ff36afef56c1d39e45d3a37d8%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/bootstrap.bundle.min.js	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/bootstrap.bundle.min.js	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:17	416332/416332	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fe863dee69924eed51e91a940da5729%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/jquery-3.6.0.js	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/js/jquery-3.6.0.js	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/?ad_id=120208665856280149&adset_id=120208665856290149&campaign_id=120208665856240149&ad_name=MB8MYE3&adset_name=MBAFFMYEAH157&campaign_name=07536-MBAFFMYEAH157-MB8MYE&source=fb&placement=Facebook_Desktop_Feed&pid=1518344238747132&cpid=2af95546-b558-465a-bf93-25064667823c&lpid=2274e47c-8a17-4f3f-afc9-ad2a648a6f44&fbclid=IwAR0W8A_SCSdsZGCceXYBs_036gAoxPlC4TebGYPGErZf4rsYti1h_lXYuds_aem_AXyek6NQDOhClCirQKCQOt-RHRhZWcpV1uxLMkUTrfIniOQUD7i_k5o3_AznPWXVDWtJM1f3hn1BUzcyW3oyLyuZ)
16:53:17	239263/239263	---M--	200	added ('OK')	image/png	etag:%2208d6bff698f60c6806992abf227b3862%22	https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/bg.png	C:/Users/User/OneDrive/Pictures/TESTING2/LANDING2/highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/images/bg.png	(from https://highleviathan.com/07536-kitchen-hacks-101-how-to-clean-a-tea-strainer-at-home-c-07536/css/style.css)
